what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381215947982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381215960190
error,log,,,"An internal error occurred during: ""Launching New_configuration"".",1381215960829
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381215960852
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381215963277
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381215967154
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jface"".",1381215980160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381216013411
started,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1381216013876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381216014002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381216080431
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381216316656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381216850944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381216877894
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381216981357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381216986246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381216987998
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381216990438
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381217588723
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381217590652
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381217593072
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381217894644
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1381217897059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381217903553
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381217962780
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381217969066
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381217971981
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381217972156
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381217972236
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381217975922
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218013880
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218020978
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218022615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218035932
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218341337
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218341713
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218348306
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218415404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218418671
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381218437485
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381218501473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381218510579
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381218517358
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381218517653
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381218518110
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381218519631
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381218526481
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1381218561448
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218574568
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218579916
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1381218579927
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381218584811
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1381218601165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218606529
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218675812
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381218675967
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381218676051
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381218682440
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381218687601
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218689993
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218690593
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381218719984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381218747238
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218747712
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218747820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218748285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218751181
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1381218751219
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218763913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218768814
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1381218781756
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1381218783694
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381218784367
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1381218785553
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1381218785737
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1381218785905
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1381218786068
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1381218786402
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1381218786746
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381218793970
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1381218807267
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381218807739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218822701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218857086
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218864560
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218873071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218881829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218898514
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381218914073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381221243537
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1381221248205
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381221249364
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381221356711
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381221370703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381221375328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381221409831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381221434016
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381221450912
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381221490595
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381221506638
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381221509228
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381221513181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381221570990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381222005943
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1381222007429
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222009599
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222009680
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381222018836
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381222114615
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1381222131925
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222132143
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222132219
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1381222137861
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222138098
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222138176
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222144111
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222144111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381222177954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381222178909
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1381222181001
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222181206
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1381222182039
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222182260
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222182334
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1381222183102
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222183346
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222183421
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1381222186575
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222186794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381222197729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381222199191
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1381222200423
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381222206627
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381222223069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381222224666
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1381222227485
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381222244706
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222286512
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1381222289927
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222290103
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1381222297323
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222297950
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381222298513
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381222299781
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222310867
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381222344171
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381222345740
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381222346085
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381222346411
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381222346849
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381222371572
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222402013
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222402075
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222406383
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222406383
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381222434808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381222439537
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381222439607
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381222445861
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1381222449283
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1381222476089
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381222477556
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222500370
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222500370
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222502285
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222502285
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222503240
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222504489
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222504489
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222505424
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1381222507487
started,bundle,org.eclipse.wb.os,1.3.0.r37x201202052311,"org.eclipse.wb.os",1381222516031
started,bundle,org.eclipse.wb.os.win32,1.3.0.r37x201202052311,"org.eclipse.wb.os.win32",1381222516076
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222517470
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222517794
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222517794
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222519126
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381222523120
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381222528201
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1381222530477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381222535803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381222635996
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222636791
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1381222640298
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222710173
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222710238
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1381222710802
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222711036
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222711104
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1381222712893
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222714026
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381222720093
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381222720577
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381222720914
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381222721301
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381222722102
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381222725862
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381222729751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381222732898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381222739401
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381222783242
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1381222785039
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1381222785211
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1381222785355
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1381222785495
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1381222785644
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1381222785788
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1381222785931
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1381222786080
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1381222786235
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1381222786389
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1381222786536
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1381222786685
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1381222786867
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1381222786997
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1381222787168
